id,date_in,date_out,total_nights,total_price,createdat,updatedat,guestId,roomsId
1702,2020-12-07,2020-12-20,13,3744,2018-03-28,2018-11-07,381,326
1703,2020-02-09,2020-02-14,5,2205,2018-04-12,2018-07-10,374,253
1704,2019-04-27,2019-05-01,4,420,2018-07-28,2018-03-09,32,106
1705,2021-03-15,2021-03-20,5,610,2018-07-19,2018-04-16,171,392
1706,2024-01-29,2024-02-01,3,1203,2018-07-18,2018-10-15,12,197
1707,2023-12-27,2024-01-07,11,5291,2018-12-21,2018-06-17,191,298
1708,2020-07-25,2020-08-04,10,1810,2018-06-12,2018-12-14,43,168
1709,2019-12-26,2020-01-05,10,2980,2018-07-28,2018-08-22,124,249
1710,2021-11-08,2021-11-13,5,2345,2018-09-06,2018-06-19,267,357
1711,2024-07-31,2024-08-06,6,2886,2018-08-24,2019-01-21,237,298
1712,2022-07-31,2022-08-05,5,1525,2018-06-07,2019-02-08,332,277
1713,2019-10-16,2019-10-30,14,6370,2019-01-29,2018-10-15,25,258
1714,2018-05-28,2018-05-29,1,327,2018-04-29,2019-01-27,144,361
1715,2022-03-09,2022-03-23,14,4816,2018-05-05,2018-08-05,41,348
1716,2019-06-07,2019-06-14,7,1799,2019-01-22,2018-09-28,182,354
1717,2022-01-02,2022-01-03,1,322,2019-01-08,2018-12-31,192,203
1718,2024-03-01,2024-03-12,11,2882,2018-10-30,2018-04-12,164,155
1719,2021-05-19,2021-05-27,8,2672,2018-08-11,2019-01-03,87,231
1720,2023-03-17,2023-03-20,3,579,2018-11-24,2019-01-16,209,113
1721,2022-08-07,2022-08-20,13,5486,2018-08-11,2018-11-09,49,208
1722,2018-09-06,2018-09-20,14,3220,2018-05-03,2018-07-04,283,292
1723,2022-09-27,2022-10-02,5,1585,2018-06-23,2018-12-05,225,397
1724,2023-04-06,2023-04-10,4,1668,2018-03-23,2018-08-06,21,115
1725,2022-04-12,2022-04-18,6,630,2018-08-28,2018-05-17,31,106
1726,2023-10-27,2023-11-06,10,3110,2018-07-07,2019-02-25,31,111
1727,2018-05-17,2018-05-28,11,2695,2018-04-02,2018-12-13,162,149
1728,2022-07-14,2022-07-19,5,1335,2018-09-29,2019-02-19,160,293
1729,2023-12-23,2023-12-29,6,2688,2018-07-12,2018-12-16,224,125
1730,2022-11-20,2022-11-30,10,1930,2019-02-18,2018-12-25,110,124
1731,2021-06-13,2021-06-20,7,2016,2018-09-06,2018-12-09,165,375
1732,2020-03-26,2020-04-02,7,2940,2018-08-05,2018-04-07,117,130
1733,2025-01-16,2025-01-25,9,2277,2018-11-21,2018-07-06,298,121
1734,2019-01-26,2019-02-06,11,4587,2018-04-10,2019-01-07,273,115
1735,2024-12-28,2025-01-01,4,1208,2018-03-11,2018-07-07,293,170
1736,2020-07-22,2020-08-02,11,1738,2018-11-01,2018-11-11,180,319
1737,2022-03-14,2022-03-17,3,816,2019-01-02,2019-01-24,175,223
1738,2018-11-29,2018-12-14,15,5565,2018-08-14,2018-10-07,293,272
1739,2018-04-06,2018-04-17,11,1925,2018-04-24,2018-12-31,337,320
1740,2018-08-02,2018-08-13,11,4246,2018-04-25,2019-02-18,210,382
1741,2018-10-08,2018-10-22,14,5978,2018-07-22,2019-01-19,375,176
1742,2019-05-07,2019-05-15,8,3888,2018-05-01,2018-11-10,399,137
1743,2018-07-04,2018-07-17,13,3172,2018-11-24,2018-10-06,367,377
1744,2024-04-24,2024-04-25,1,163,2018-11-10,2019-02-16,4,314
1745,2020-09-05,2020-09-11,6,1734,2018-08-29,2018-03-18,228,255
1746,2025-01-17,2025-01-31,14,1876,2018-03-08,2019-03-04,150,237
1747,2024-02-05,2024-02-06,1,484,2018-12-07,2018-12-28,360,165
1748,2022-09-13,2022-09-14,1,193,2018-10-03,2018-10-14,58,147
1749,2020-03-08,2020-03-14,6,618,2018-05-11,2018-07-12,214,285
1750,2023-11-05,2023-11-07,2,972,2018-05-24,2018-10-24,88,137
1751,2021-08-14,2021-08-22,8,3024,2018-04-03,2019-02-22,386,188
1752,2020-04-18,2020-04-29,11,4499,2019-01-01,2018-07-02,121,173
1753,2022-05-18,2022-05-30,12,3624,2019-02-05,2018-11-18,269,170
1754,2018-10-31,2018-11-13,13,6318,2018-10-01,2018-07-16,334,161
1755,2022-11-25,2022-11-28,3,918,2018-08-15,2019-02-15,387,206
1756,2022-11-13,2022-11-25,12,1920,2018-06-22,2018-09-23,177,112
1757,2021-11-12,2021-11-13,1,326,2018-09-08,2018-12-19,158,243
1758,2022-08-06,2022-08-15,9,1152,2018-07-29,2018-07-10,233,123
1759,2021-11-10,2021-11-19,9,1719,2018-12-08,2018-11-18,57,246
1760,2018-03-22,2018-03-26,4,1244,2018-06-16,2018-04-03,212,353
1761,2018-07-05,2018-07-07,2,260,2018-08-17,2018-06-02,143,234
1762,2022-01-02,2022-01-12,10,1390,2019-01-16,2018-11-23,217,289
1763,2021-08-31,2021-09-03,3,1221,2018-06-02,2018-09-29,19,279
1764,2024-02-20,2024-02-21,1,250,2018-05-12,2019-01-17,252,310
1765,2021-01-27,2021-02-08,12,4020,2019-02-26,2018-09-22,305,369
1766,2021-05-27,2021-06-07,11,1881,2018-10-05,2019-01-25,96,128
1767,2018-09-15,2018-09-20,5,1735,2018-05-23,2018-07-08,240,118
1768,2019-03-24,2019-04-01,8,1208,2018-11-21,2018-10-10,115,334
1769,2024-11-19,2024-11-22,3,480,2018-03-11,2018-06-17,399,244
1770,2020-04-28,2020-05-05,7,1288,2019-01-26,2018-04-20,62,252
1771,2020-10-31,2020-11-14,14,6804,2019-01-22,2018-10-28,96,321
1772,2019-11-26,2019-12-06,10,4950,2019-01-30,2019-02-18,131,175
1773,2019-11-01,2019-11-14,13,3068,2018-09-12,2018-10-02,129,395
1774,2022-06-05,2022-06-13,8,3208,2018-05-04,2018-05-31,268,282
1775,2025-02-24,2025-03-05,9,1566,2019-01-15,2018-09-20,271,260
1776,2020-06-18,2020-06-29,11,2123,2018-12-22,2019-01-23,190,124
1777,2020-08-25,2020-09-07,13,3562,2018-09-21,2018-10-11,50,290
1778,2024-05-09,2024-05-22,13,4888,2018-08-23,2018-10-16,48,269
1779,2023-12-09,2023-12-17,8,3888,2018-11-30,2018-07-26,246,161
1780,2018-06-28,2018-07-10,12,5940,2018-04-01,2018-08-17,26,175
1781,2022-12-22,2022-12-29,7,1288,2018-04-11,2018-11-30,269,252
1782,2020-05-22,2020-06-04,13,3822,2018-11-03,2018-10-14,36,381
1783,2023-04-30,2023-05-14,14,2058,2018-06-05,2018-06-12,369,265
1784,2023-10-12,2023-10-13,1,245,2018-08-23,2018-05-26,66,149
1785,2021-01-27,2021-02-11,15,6330,2018-11-25,2018-06-13,363,110
1786,2024-11-30,2024-12-13,13,4511,2018-09-17,2018-04-26,336,118
1787,2023-06-20,2023-07-04,14,6230,2018-08-31,2018-03-13,92,262
1788,2018-07-26,2018-07-30,4,712,2018-09-29,2019-01-19,97,131
1789,2020-04-11,2020-04-26,15,4350,2018-12-26,2018-09-14,327,333
1790,2019-11-14,2019-11-27,13,4784,2019-03-01,2018-04-18,362,195
1791,2024-06-24,2024-06-30,6,1026,2018-08-30,2018-08-03,105,128
1792,2020-08-13,2020-08-21,8,2016,2018-11-09,2018-05-15,247,141
1793,2018-10-28,2018-11-06,9,3294,2019-01-15,2018-11-28,316,101
1794,2022-09-21,2022-09-26,5,1135,2019-01-02,2019-02-08,198,133
1795,2019-06-22,2019-07-01,9,3681,2018-12-21,2018-11-10,320,173
1796,2018-11-17,2018-11-28,11,1221,2018-09-12,2018-11-20,284,359
1797,2021-04-18,2021-04-24,6,2604,2018-05-23,2018-11-09,152,198
1798,2020-08-05,2020-08-17,12,4464,2018-03-24,2019-01-24,135,229
1799,2018-09-14,2018-09-28,14,6482,2018-05-12,2018-07-31,216,120
1800,2021-12-24,2021-12-28,4,1008,2018-06-09,2018-12-01,268,141
1801,2022-12-14,2022-12-16,2,368,2018-12-18,2018-03-30,16,252
1802,2023-10-07,2023-10-18,11,4411,2018-09-10,2019-03-03,352,282
1803,2023-02-28,2023-03-11,11,3168,2018-08-16,2018-03-08,98,375
1804,2019-08-19,2019-08-23,4,1328,2019-02-12,2019-01-03,220,211
1805,2020-04-07,2020-04-13,6,2472,2019-02-03,2018-07-05,223,394
1806,2019-02-28,2019-03-04,4,1472,2018-09-27,2018-06-03,162,195
1807,2019-05-02,2019-05-16,14,2086,2018-06-27,2018-09-14,354,288
1808,2023-11-05,2023-11-11,6,1404,2018-05-06,2018-03-26,263,178
1809,2019-09-19,2019-10-02,13,4043,2019-03-07,2019-02-19,336,353
1810,2024-10-21,2024-10-30,9,2646,2018-05-04,2019-01-18,101,273
1811,2018-11-04,2018-11-15,11,4092,2018-04-10,2018-07-25,57,229
1812,2021-02-22,2021-02-25,3,1452,2019-01-30,2018-04-29,255,164
1813,2018-03-28,2018-04-12,15,4380,2018-10-30,2018-03-18,396,142
1814,2020-12-16,2020-12-19,3,1275,2018-04-01,2019-01-14,283,169
1815,2018-04-25,2018-05-08,13,3276,2018-11-18,2019-03-01,7,135
1816,2023-03-06,2023-03-08,2,834,2019-02-11,2019-01-12,87,115
1817,2022-08-13,2022-08-23,10,1790,2018-12-10,2018-10-27,61,122
1818,2018-10-21,2018-10-26,5,2175,2018-06-16,2018-05-17,324,337
1819,2021-11-08,2021-11-16,8,2416,2018-07-05,2018-08-17,309,383
1820,2019-02-11,2019-02-23,12,1956,2018-03-19,2018-12-06,228,263
1821,2023-10-01,2023-10-13,12,1764,2019-01-08,2018-09-04,388,265
1822,2020-06-08,2020-06-18,10,1100,2018-11-22,2018-04-15,268,129
1823,2021-02-04,2021-02-08,4,1156,2018-05-13,2018-06-17,196,199
1824,2018-04-05,2018-04-12,7,1267,2018-03-31,2018-12-01,105,168
1825,2019-03-11,2019-03-25,14,3766,2018-08-21,2018-06-29,57,330
1826,2024-05-12,2024-05-14,2,630,2018-04-18,2018-06-05,124,365
1827,2023-10-20,2023-11-02,13,3432,2018-05-19,2018-04-16,275,138
1828,2021-07-14,2021-07-23,9,3150,2018-12-19,2018-09-02,326,300
1829,2024-05-25,2024-06-06,12,5340,2018-10-08,2018-07-17,78,262
1830,2020-10-19,2020-11-02,14,2702,2018-11-24,2018-08-22,29,390
1831,2019-08-27,2019-08-30,3,1203,2018-08-29,2018-08-25,64,282
1832,2024-05-16,2024-05-19,3,816,2018-12-07,2019-01-26,249,220
1833,2024-07-01,2024-07-10,9,2358,2018-05-14,2018-04-24,73,155
1834,2020-07-29,2020-08-13,15,6405,2018-04-30,2018-07-15,209,399
1835,2023-02-28,2023-03-11,11,1881,2019-01-04,2018-04-04,76,316
1836,2023-03-26,2023-03-29,3,1368,2018-05-07,2018-03-19,347,189
1837,2020-11-16,2020-11-25,9,1206,2018-05-12,2018-07-12,175,237
1838,2019-03-10,2019-03-11,1,112,2018-09-01,2018-04-14,54,201
1839,2020-03-22,2020-03-24,2,258,2019-02-05,2018-05-02,346,266
1840,2021-07-10,2021-07-14,4,1224,2019-01-30,2018-04-17,253,206
1841,2022-02-11,2022-02-17,6,1542,2018-05-01,2018-10-02,166,354
1842,2023-08-18,2023-08-28,10,4990,2018-04-25,2019-01-31,179,299
1843,2020-05-05,2020-05-14,9,4365,2018-11-20,2018-05-19,324,205
1844,2023-02-09,2023-02-20,11,5115,2018-06-07,2018-06-09,29,151
1845,2021-07-26,2021-08-08,13,2314,2018-06-23,2018-03-16,21,171
1846,2023-03-23,2023-04-05,13,1599,2018-12-29,2018-03-10,259,192
1847,2022-04-19,2022-04-28,9,3609,2018-05-28,2018-07-20,80,282
1848,2024-03-23,2024-04-04,12,1956,2019-02-21,2018-07-14,81,314
1849,2024-07-03,2024-07-09,6,1314,2018-08-21,2018-07-05,388,349
1850,2023-12-11,2023-12-17,6,1146,2018-06-22,2018-07-17,377,246
1851,2021-03-26,2021-04-06,11,3905,2018-07-26,2018-04-08,272,259
1852,2018-07-22,2018-07-28,6,2550,2019-02-05,2018-09-13,284,338
1853,2021-05-21,2021-05-22,1,469,2018-08-07,2018-11-06,56,357
1854,2023-08-31,2023-09-02,2,522,2018-07-08,2018-06-26,212,360
1855,2022-01-09,2022-01-13,4,812,2019-01-17,2018-11-11,231,146
1856,2023-08-17,2023-08-27,10,3860,2019-01-21,2018-10-09,7,382
1857,2019-05-12,2019-05-25,13,5421,2018-08-05,2018-12-07,280,115
1858,2018-06-10,2018-06-18,8,1544,2018-08-21,2018-11-22,247,113
1859,2019-02-12,2019-02-20,8,2536,2019-02-02,2018-05-17,235,397
1860,2019-06-15,2019-06-30,15,4140,2018-08-21,2019-01-15,7,342
1861,2018-07-01,2018-07-04,3,1359,2018-06-13,2019-01-22,316,302
1862,2019-06-14,2019-06-18,4,724,2018-07-03,2018-12-15,141,313
1863,2020-04-03,2020-04-09,6,702,2019-01-21,2019-01-31,343,185
1864,2021-12-12,2021-12-27,15,5790,2018-04-11,2018-06-20,306,382
1865,2023-02-15,2023-02-28,13,1534,2019-01-29,2018-10-10,14,140
1866,2023-09-07,2023-09-14,7,2408,2019-01-31,2018-06-06,267,348
1867,2022-03-09,2022-03-23,14,4578,2018-08-18,2018-10-17,345,361
1868,2024-01-29,2024-02-08,10,1120,2018-03-11,2018-12-21,92,201
1869,2022-12-11,2022-12-18,7,2030,2018-05-16,2018-05-11,288,333
1870,2021-01-19,2021-02-02,14,2408,2018-04-22,2018-06-29,180,114
1871,2024-04-14,2024-04-21,7,3171,2018-12-18,2018-06-01,345,302
1872,2020-06-08,2020-06-12,4,1504,2018-07-30,2018-12-09,88,317
1873,2019-02-25,2019-03-07,10,4840,2019-01-13,2018-04-15,12,164
1874,2024-01-12,2024-01-14,2,692,2018-06-17,2018-10-27,242,362
1875,2021-09-27,2021-09-28,1,463,2018-09-15,2018-03-17,118,120
1876,2023-12-09,2023-12-20,11,1518,2018-10-06,2018-11-10,128,264
1877,2022-01-07,2022-01-09,2,258,2018-07-03,2018-09-09,43,266
1878,2024-10-07,2024-10-09,2,500,2019-02-12,2018-12-06,5,310
1879,2020-03-16,2020-03-23,7,1029,2018-04-05,2018-05-26,164,265
1880,2022-05-27,2022-06-06,10,4840,2018-03-12,2019-03-07,253,165
1881,2018-07-20,2018-08-04,15,4215,2019-01-25,2018-06-08,149,219
1882,2018-04-16,2018-04-20,4,1212,2018-11-07,2018-06-03,204,127
1883,2022-01-10,2022-01-12,2,290,2018-12-06,2018-11-25,268,116
1884,2024-07-05,2024-07-19,14,6356,2018-03-14,2018-10-16,341,355
1885,2019-06-18,2019-06-30,12,2208,2018-08-22,2018-03-10,130,240
1886,2021-11-29,2021-12-09,10,3980,2018-09-21,2018-08-02,53,117
1887,2019-12-26,2019-12-27,1,497,2019-01-10,2019-02-19,385,242
1888,2021-02-09,2021-02-10,1,387,2018-08-12,2018-07-26,74,378
1889,2020-01-27,2020-01-28,1,278,2019-02-24,2018-10-04,261,311
1890,2018-09-21,2018-10-05,14,6678,2019-03-04,2018-06-15,268,241
1891,2022-10-17,2022-10-28,11,5390,2018-08-09,2018-04-25,378,162
1892,2020-01-26,2020-02-01,6,1668,2018-04-04,2018-12-25,150,311
1893,2023-09-14,2023-09-24,10,4780,2019-02-14,2018-07-29,267,254
1894,2021-02-01,2021-02-10,9,3339,2018-05-27,2018-06-05,75,272
1895,2023-03-20,2023-04-04,15,6930,2018-03-27,2018-07-08,398,183
1896,2020-06-21,2020-06-22,1,288,2018-04-15,2018-05-24,60,375
1897,2018-04-05,2018-04-12,7,2121,2018-04-17,2018-06-16,18,202
1898,2024-08-20,2024-08-25,5,920,2018-10-15,2018-06-17,208,252
1899,2022-08-21,2022-08-31,10,4360,2018-09-12,2018-08-27,152,104
1900,2023-09-16,2023-09-20,4,1908,2019-01-14,2019-02-19,361,132
1901,2020-06-21,2020-06-26,5,895,2018-07-08,2019-02-09,386,122
1902,2019-04-06,2019-04-07,1,211,2019-01-26,2019-01-10,224,174
1903,2023-05-24,2023-05-27,3,834,2018-11-28,2018-12-02,270,311
1904,2022-11-08,2022-11-20,12,1668,2018-08-16,2018-04-23,146,289
1905,2019-03-25,2019-04-05,11,3102,2018-12-22,2018-05-07,232,372
1906,2019-02-11,2019-02-12,1,166,2018-04-18,2018-04-15,48,145
1907,2023-09-26,2023-09-29,3,1452,2018-05-21,2019-01-17,206,165
1908,2019-03-05,2019-03-18,13,4784,2018-12-08,2019-01-05,18,195
1909,2020-04-29,2020-05-02,3,864,2018-05-31,2018-08-22,81,368
1910,2020-01-24,2020-02-06,13,5551,2018-08-17,2018-10-20,328,176
1911,2018-08-24,2018-09-04,11,1298,2018-12-02,2018-06-17,391,140
1912,2019-10-27,2019-10-29,2,670,2018-09-10,2018-06-30,328,315
1913,2019-07-04,2019-07-15,11,2123,2018-09-02,2018-12-02,119,390
1914,2022-03-09,2022-03-21,12,3384,2018-04-27,2018-11-26,293,372
1915,2022-09-01,2022-09-09,8,984,2018-04-29,2018-09-18,249,192
1916,2018-07-13,2018-07-20,7,2688,2018-06-13,2018-11-19,333,331
1917,2018-04-05,2018-04-14,9,3015,2018-10-14,2018-08-21,400,369
1918,2022-10-01,2022-10-11,10,2740,2018-10-08,2018-09-12,347,215
1919,2024-03-16,2024-03-30,14,2954,2018-03-08,2018-10-02,266,181
1920,2022-08-17,2022-08-26,9,2871,2018-06-21,2018-09-10,239,156
1921,2023-12-01,2023-12-12,11,4224,2018-09-23,2018-08-11,224,331
1922,2025-02-07,2025-02-17,10,1800,2018-04-13,2018-10-31,262,107
1923,2019-05-11,2019-05-12,1,348,2018-04-01,2018-05-15,391,232
1924,2024-03-23,2024-03-28,5,2385,2019-01-16,2018-11-01,14,132
1925,2022-12-11,2022-12-25,14,6370,2018-04-15,2018-11-20,186,248
1926,2020-03-24,2020-03-27,3,534,2018-07-23,2018-08-24,205,131
1927,2024-04-04,2024-04-09,5,2150,2018-09-07,2018-06-12,213,157
1928,2023-08-17,2023-08-23,6,1278,2018-10-27,2018-12-22,239,179
1929,2019-08-30,2019-09-08,9,2259,2018-08-23,2018-12-02,29,297
1930,2020-04-19,2020-04-29,10,4070,2018-08-21,2018-07-13,226,279
1931,2019-07-25,2019-08-04,10,4440,2018-06-19,2019-01-11,189,303
1932,2018-04-27,2018-05-09,12,2472,2018-09-08,2018-11-20,14,304
1933,2021-06-25,2021-07-02,7,3171,2019-02-20,2018-04-20,336,302
1934,2023-02-09,2023-02-17,8,1544,2018-04-09,2018-09-29,155,147
1935,2022-05-15,2022-05-16,1,387,2018-05-30,2018-06-02,121,378
1936,2018-04-14,2018-04-21,7,3430,2018-07-18,2019-02-01,354,162
1937,2019-12-13,2019-12-26,13,5291,2018-05-23,2018-08-07,234,279
1938,2023-05-29,2023-06-10,12,2208,2018-07-15,2019-01-31,135,240
1939,2022-10-09,2022-10-21,12,4632,2019-01-05,2018-08-28,270,382
1940,2022-02-19,2022-02-25,6,1014,2018-12-22,2018-09-19,220,363
1941,2024-11-26,2024-12-07,11,2684,2018-12-15,2018-06-11,207,377
1942,2019-07-04,2019-07-08,4,1604,2018-04-15,2018-08-23,400,282
1943,2018-07-10,2018-07-21,11,4785,2019-01-29,2018-05-30,373,367
1944,2019-05-30,2019-06-06,7,1687,2018-12-04,2018-10-24,71,376
1945,2019-10-20,2019-10-23,3,816,2018-09-29,2019-02-20,318,220
1946,2024-12-02,2024-12-14,12,1548,2018-10-10,2018-03-28,316,266
1947,2019-04-11,2019-04-12,1,315,2018-11-04,2018-03-09,303,307
1948,2019-07-08,2019-07-13,5,1810,2018-09-08,2018-09-10,335,386
1949,2022-02-17,2022-02-18,1,230,2018-07-17,2018-08-04,344,292
1950,2019-06-27,2019-07-04,7,3101,2018-03-23,2018-06-12,51,309
1951,2023-12-06,2023-12-14,8,3072,2018-09-28,2018-03-11,158,200
1952,2018-05-18,2018-05-26,8,3816,2018-06-25,2019-01-13,93,132
1953,2019-01-05,2019-01-07,2,246,2019-01-26,2018-10-22,96,341
1954,2021-05-05,2021-05-10,5,920,2019-01-10,2018-09-22,182,240
1955,2023-10-24,2023-10-30,6,750,2019-02-05,2018-04-15,113,222
1956,2022-06-29,2022-07-11,12,5124,2018-03-10,2018-11-27,85,176
1957,2022-10-15,2022-10-18,3,1194,2018-03-14,2018-11-09,76,117
1958,2023-10-18,2023-10-19,1,350,2018-05-31,2019-02-27,241,283
1959,2019-03-31,2019-04-02,2,972,2019-03-07,2018-07-12,14,137
1960,2024-11-01,2024-11-10,9,4491,2018-10-13,2018-08-10,1,299
1961,2020-08-21,2020-08-24,3,1407,2018-10-09,2018-05-03,353,357
1962,2021-09-16,2021-09-26,10,3940,2018-04-02,2019-01-13,372,371
1963,2024-05-07,2024-05-12,5,2100,2018-09-09,2018-04-13,174,130
1964,2018-06-28,2018-07-06,8,1688,2018-11-20,2018-09-06,6,174
1965,2022-04-13,2022-04-17,4,1528,2018-08-15,2018-03-29,343,158
1966,2022-09-05,2022-09-15,10,4860,2019-02-02,2019-01-15,381,356
1967,2020-07-18,2020-07-31,13,6097,2018-05-24,2018-12-16,324,350
1968,2018-04-09,2018-04-18,9,2601,2018-11-25,2018-09-10,261,177
1969,2021-01-22,2021-01-24,2,534,2018-11-27,2018-08-08,178,293
1970,2023-08-04,2023-08-09,5,2425,2018-08-07,2018-12-04,148,351
1971,2020-09-20,2020-09-25,5,905,2018-04-23,2018-05-19,149,168
1972,2019-08-16,2019-08-29,13,6097,2019-01-21,2018-09-06,12,357
1973,2022-11-29,2022-12-07,8,3376,2018-09-16,2018-04-12,172,208
1974,2024-06-28,2024-07-11,13,3926,2018-03-29,2018-08-11,114,383
1975,2021-10-09,2021-10-20,11,5434,2019-02-23,2018-10-07,372,238
1976,2023-12-14,2023-12-18,4,1068,2018-03-10,2019-02-14,202,293
1977,2018-09-28,2018-10-07,9,3555,2018-11-02,2019-03-04,307,217
1978,2023-02-07,2023-02-18,11,1529,2018-09-01,2018-12-22,205,391
1979,2018-07-28,2018-08-03,6,870,2018-08-06,2018-04-03,11,389
1980,2023-06-10,2023-06-17,7,1533,2018-09-05,2018-09-18,358,349
1981,2020-03-05,2020-03-07,2,888,2018-10-06,2018-11-25,81,303
1982,2024-01-12,2024-01-26,14,4494,2019-01-17,2019-01-10,255,256
1983,2021-12-23,2021-12-27,4,1848,2018-09-08,2018-12-19,232,183
1984,2018-11-14,2018-11-21,7,1834,2018-09-08,2018-05-25,222,108
1985,2019-10-09,2019-10-15,6,2472,2018-04-07,2018-04-26,2,394
1986,2019-10-10,2019-10-25,15,5640,2018-08-29,2019-01-23,110,269
1987,2024-07-09,2024-07-12,3,1461,2018-12-24,2018-10-12,40,221
1988,2020-02-08,2020-02-22,14,2982,2018-11-16,2018-12-19,82,179
1989,2023-12-25,2023-12-27,2,246,2018-07-25,2019-02-12,28,192
1990,2020-08-05,2020-08-14,9,1107,2018-06-22,2018-12-22,211,192
1991,2024-04-25,2024-04-28,3,1458,2019-01-21,2019-01-20,36,329
1992,2021-10-22,2021-11-01,10,3150,2018-11-11,2018-04-30,382,365
1993,2024-12-26,2025-01-05,10,2820,2018-04-15,2018-07-03,33,372
1994,2019-05-09,2019-05-21,12,3456,2019-02-26,2018-07-19,319,326
1995,2023-07-08,2023-07-14,6,2550,2018-12-16,2018-07-14,278,312
1996,2020-07-16,2020-07-31,15,3015,2018-10-14,2019-01-05,320,212
1997,2023-03-16,2023-03-19,3,1368,2018-11-11,2018-03-25,108,189
1998,2022-12-12,2022-12-21,9,4374,2018-08-26,2018-07-29,103,137
1999,2019-02-14,2019-02-16,2,700,2018-09-10,2018-04-23,80,300
2000,2023-07-28,2023-08-10,13,1911,2018-09-09,2018-09-03,10,225
